PriceID,AssetID,PriceDate,OpenPrice,HighPrice,LowPrice,ClosePrice,Volume
31,1,2023-10-16,176.75,179.08,176.51,178.72,52517000
32,1,2023-10-17,176.65,178.42,174.80,177.15,57549400
33,1,2023-10-18,175.58,177.58,175.11,175.84,54764400
34,1,2023-10-19,176.04,177.84,175.19,175.46,59302900
35,1,2023-10-20,175.31,175.42,172.64,172.88,64189300
36,1,2023-10-23,170.91,174.01,169.93,173.00,55980100
37,1,2023-10-24,173.05,173.67,171.45,173.44,43816600
38,1,2023-10-25,171.88,173.06,170.65,171.10,57157000
39,1,2023-10-26,170.37,171.38,165.67,166.89,70625300
40,1,2023-10-27,166.91,168.96,166.83,168.22,58499100
41,1,2023-10-30,169.02,171.17,168.87,170.29,51131000
42,1,2023-10-31,169.35,170.90,167.90,170.77,44846000
43,1,2023-11-01,171.00,174.23,170.12,173.97,56934900
44,1,2023-11-02,175.52,177.78,175.46,177.57,77334800
45,1,2023-11-03,174.24,176.82,173.35,176.65,79763700
46,1,2023-11-06,176.38,179.43,176.21,179.23,63841300
47,1,2023-11-07,179.18,182.44,178.97,181.82,70530000
48,1,2023-11-08,182.35,183.45,181.59,182.89,49340300
49,1,2023-11-09,182.96,184.12,181.81,182.41,53763500
50,1,2023-11-10,183.97,186.57,183.53,186.40,66133400
51,1,2023-11-13,185.82,186.03,184.21,184.80,43627500
52,1,2023-11-14,187.70,188.11,186.30,187.44,60108400
53,1,2023-11-15,187.85,189.50,187.78,188.01,53790500
54,1,2023-11-16,189.57,190.96,188.65,189.71,54412900
55,1,2023-11-17,190.25,190.38,188.57,189.69,50922700
56,1,2023-11-20,189.89,191.91,189.88,191.45,46505100
57,1,2023-11-21,191.41,191.52,189.74,190.64,38134500
58,1,2023-11-22,191.49,192.93,190.83,191.31,39617700
59,1,2023-11-24,190.87,190.90,189.25,189.97,24048300
60,1,2023-11-27,189.92,190.67,188.90,189.79,40552600
61,1,2023-11-28,189.78,191.08,189.40,190.40,38415400
62,1,2023-11-29,190.90,192.09,188.97,189.37,43014200
63,1,2023-11-30,189.84,190.32,188.19,189.95,48794400
64,1,2023-12-01,190.33,191.56,189.23,191.24,45679300
65,1,2023-12-04,189.98,190.05,187.45,189.43,43389500
66,1,2023-12-05,190.21,194.40,190.18,193.42,66628400
67,1,2023-12-06,194.45,194.76,192.11,192.32,41089700
68,1,2023-12-07,193.63,195.00,193.59,194.27,47477700
69,1,2023-12-08,194.20,195.99,193.67,195.71,53377300
70,1,2023-12-11,193.11,193.49,191.42,193.18,60943700
71,1,2023-12-12,193.08,194.72,191.72,194.71,52696900
72,1,2023-12-13,195.09,198.00,194.85,197.96,70404200
73,1,2023-12-14,198.02,199.62,196.16,198.11,66831600
74,1,2023-12-15,197.53,198.40,197.00,197.57,128256700
75,1,2023-12-18,196.09,196.63,194.39,195.89,55751900
76,1,2023-12-19,196.16,196.95,195.89,196.94,40714100
77,1,2023-12-20,196.90,197.68,194.83,194.83,52242800
78,1,2023-12-21,196.10,197.08,193.50,194.68,46482500
79,1,2023-12-22,195.18,195.41,192.97,193.60,37122800
80,1,2023-12-26,193.61,193.89,192.83,193.05,28919300
81,1,2023-12-27,192.49,193.50,191.09,193.15,48087700
82,1,2023-12-28,194.14,194.66,193.17,193.58,34049900
83,1,2023-12-29,193.90,194.40,191.73,192.53,42628800
84,1,2024-01-02,187.15,188.44,183.89,185.64,82488700
85,1,2024-01-03,184.22,185.88,183.43,184.25,58414500
86,1,2024-01-04,182.15,183.09,180.88,181.91,71983600
87,1,2024-01-05,181.99,182.76,180.17,181.18,62303300
88,1,2024-01-08,182.09,185.60,181.50,185.56,59144500
89,1,2024-01-09,183.92,185.15,182.73,185.14,42841800
90,1,2024-01-10,184.35,186.40,183.92,186.19,46792900
91,1,2024-01-11,186.54,187.05,183.62,185.59,49128400
92,1,2024-01-12,186.06,186.74,185.19,185.92,40444700
93,1,2024-01-16,182.16,184.26,180.93,183.63,65603000
94,1,2024-01-17,181.27,182.93,180.30,182.68,47317400
95,1,2024-01-18,186.09,189.14,185.83,188.63,78005800
96,1,2024-01-19,189.33,191.95,188.82,191.56,68741000
97,1,2024-01-22,192.30,195.33,192.26,193.89,60133900
98,1,2024-01-23,195.02,195.75,193.83,195.18,42355600
99,1,2024-01-24,195.42,196.38,194.34,194.50,53631300
100,1,2024-01-25,195.22,196.27,193.11,194.17,54822100
101,1,2024-01-26,194.27,194.76,191.94,192.42,44594000
102,1,2024-01-29,192.01,192.20,189.58,191.73,47145600
103,1,2024-01-30,190.94,191.80,187.47,188.04,55859400
104,1,2024-01-31,187.04,187.10,184.35,184.40,55467800
105,1,2024-02-01,183.99,186.95,183.82,186.86,64885400
106,1,2024-02-02,179.86,187.33,179.25,185.85,102518000
107,1,2024-02-05,188.15,189.25,185.84,187.68,69668800
108,1,2024-02-06,186.86,189.31,186.77,189.30,43490800
109,1,2024-02-07,190.64,191.05,188.61,189.41,53439000
110,1,2024-02-08,189.39,189.54,187.35,188.32,40962000
111,1,2024-02-09,188.65,189.99,188.00,188.85,45155200
112,1,2024-02-12,188.42,188.67,186.79,187.15,41781900
113,1,2024-02-13,185.77,186.21,183.51,185.04,56529500
114,1,2024-02-14,185.32,185.53,182.44,184.15,54630500
115,1,2024-02-15,183.55,184.49,181.35,183.86,65434500
116,1,2024-02-16,183.42,184.85,181.67,182.31,49701400
117,1,2024-02-20,181.79,182.43,180.00,181.56,53665600
118,1,2024-02-21,181.94,182.89,180.66,182.32,41529700
119,1,2024-02-22,183.48,184.96,182.46,184.37,52292200
120,1,2024-02-23,185.01,185.04,182.23,182.52,45119700
121,1,2024-02-26,182.24,182.76,180.65,181.16,40867400
122,1,2024-02-27,181.10,183.92,179.56,182.63,54318900
123,1,2024-02-28,182.51,183.12,180.13,181.42,48953900
124,1,2024-02-29,181.27,182.57,179.53,180.75,136682600
125,1,2024-03-01,179.55,180.53,177.38,179.66,73488000
126,1,2024-03-04,176.15,176.90,173.79,175.10,81510100
127,1,2024-03-05,170.76,172.04,169.62,170.12,95132400
128,1,2024-03-06,171.06,171.24,168.68,169.12,68587700
129,1,2024-03-07,169.15,170.73,168.49,169.00,71765100
130,1,2024-03-08,169.00,173.70,168.94,170.73,76114600
131,1,2024-03-11,172.94,174.38,172.05,172.75,60139500
132,1,2024-03-12,173.15,174.03,171.01,173.23,59825400
133,1,2024-03-13,172.77,173.19,170.76,171.13,52488700
134,1,2024-03-14,172.91,174.31,172.05,173.00,72913500
135,1,2024-03-15,171.17,172.62,170.29,172.62,121664700
136,1,2024-03-18,175.57,177.71,173.52,173.72,75604200
137,1,2024-03-19,174.34,176.61,173.03,176.08,55215200
138,1,2024-03-20,175.72,178.67,175.09,178.67,53423100
139,1,2024-03-21,177.05,177.49,170.84,171.37,106181300
140,1,2024-03-22,171.76,173.05,170.06,172.28,71106600
141,1,2024-03-25,170.57,171.94,169.45,170.85,54288300
142,1,2024-03-26,170.00,171.42,169.58,169.71,57388400
143,1,2024-03-27,170.41,173.60,170.11,173.31,60273300
144,1,2024-03-28,171.75,172.23,170.51,171.48,65672700
145,1,2024-04-01,171.19,171.25,169.48,170.03,46240500
146,1,2024-04-02,169.08,169.34,168.23,168.84,49329500
147,1,2024-04-03,168.79,170.68,168.58,169.65,47691700
148,1,2024-04-04,170.29,171.92,168.82,168.82,53704400
149,1,2024-04-05,169.59,170.39,168.95,169.58,42055200
150,1,2024-04-08,169.03,169.20,168.24,168.45,37425500
151,1,2024-04-09,168.70,170.08,168.35,169.67,42451200
152,1,2024-04-10,168.80,169.09,167.11,167.78,49709300
153,1,2024-04-11,168.34,175.46,168.16,175.04,91070300
154,1,2024-04-12,174.26,178.36,174.21,176.55,101593300
155,1,2024-04-15,175.36,176.63,172.50,172.69,73531800
156,1,2024-04-16,171.75,173.76,168.27,169.38,73711200
157,1,2024-04-17,169.61,170.65,168.00,168.00,50901200
158,1,2024-04-18,168.03,168.64,166.55,167.04,43122900
159,1,2024-04-19,166.21,166.40,164.08,165.00,67772100
160,1,2024-04-22,165.52,167.26,164.77,165.84,48116400
161,1,2024-04-23,165.35,167.05,164.92,166.90,49537800
162,1,2024-04-24,166.54,169.30,166.21,169.02,48251800
163,1,2024-04-25,169.53,170.61,168.15,169.89,50558300
164,1,2024-04-26,169.88,171.34,169.18,169.30,44838400
165,1,2024-04-29,173.37,176.03,173.10,173.50,68169400
166,1,2024-04-30,173.33,174.99,170.00,170.33,65934800
167,1,2024-05-01,169.58,172.71,169.11,169.30,50383100
168,1,2024-05-02,172.51,173.42,170.89,173.03,94214900
169,1,2024-05-03,186.65,187.00,182.66,183.38,163224100
170,1,2024-05-06,182.35,184.20,180.42,181.71,78569700
171,1,2024-05-07,183.45,184.90,181.32,182.40,77305800
172,1,2024-05-08,182.85,183.07,181.45,182.74,45057100
173,1,2024-05-09,182.56,184.66,182.11,184.57,48983000
174,1,2024-05-10,184.90,185.09,182.13,183.05,50759500
175,1,2024-05-13,185.44,187.10,184.62,186.28,72044800
176,1,2024-05-14,187.51,188.30,186.29,187.43,52393600
177,1,2024-05-15,187.91,190.65,187.37,189.72,70400000
178,1,2024-05-16,190.47,191.10,189.66,189.84,52845200
179,1,2024-05-17,189.51,190.81,189.18,189.87,41282900
180,1,2024-05-20,189.33,191.92,189.01,191.04,44361300
181,1,2024-05-21,191.09,192.73,190.92,192.35,42309400
182,1,2024-05-22,192.27,192.82,190.27,190.90,34648500
183,1,2024-05-23,190.98,191.00,186.63,186.88,51005900
184,1,2024-05-24,188.82,190.58,188.04,189.98,36294600
185,1,2024-05-28,191.51,193.00,189.10,189.99,52280100
186,1,2024-05-29,189.61,192.25,189.51,190.29,53068000
187,1,2024-05-30,190.76,192.18,190.63,191.29,49947900
188,1,2024-05-31,191.44,192.57,189.91,192.25,75158300
189,1,2024-06-03,192.90,194.99,192.52,194.03,50080500
190,1,2024-06-04,194.64,195.32,193.03,194.35,47471400
191,1,2024-06-05,195.40,196.90,194.87,195.87,54156800
192,1,2024-06-06,195.69,196.50,194.17,194.48,41181800
193,1,2024-06-07,194.65,196.94,194.14,196.89,53103900
194,1,2024-06-10,196.90,197.30,192.15,193.12,97262100
195,1,2024-06-11,193.65,207.16,193.63,207.15,172373300
196,1,2024-06-12,207.37,220.20,206.90,213.07,198134300
197,1,2024-06-13,214.74,216.75,211.60,214.24,97862700
198,1,2024-06-14,213.85,215.17,211.30,212.49,70122700
199,1,2024-06-17,213.37,218.95,212.72,216.67,93728300
200,1,2024-06-18,217.59,218.63,213.00,214.29,79943300
201,1,2024-06-20,213.93,214.24,208.85,209.68,86172500
202,1,2024-06-21,210.39,211.89,207.11,207.49,246421400
203,1,2024-06-24,207.72,212.70,206.59,208.14,80727000
204,1,2024-06-25,209.15,211.38,208.61,209.07,56713900
205,1,2024-06-26,211.50,214.86,210.64,213.25,66213200
206,1,2024-06-27,214.69,215.74,212.35,214.10,49772700
207,1,2024-06-28,215.77,216.07,210.30,210.62,82542700
208,1,2024-07-01,212.09,217.51,211.92,216.75,60402900
209,1,2024-07-02,216.15,220.38,215.10,220.27,58046200
210,1,2024-07-03,220.00,221.55,219.03,221.55,37369800
211,1,2024-07-05,221.65,226.45,221.65,226.34,60412400
212,1,2024-07-08,227.09,227.85,223.25,227.82,59085900
213,1,2024-07-09,227.93,229.40,226.37,228.68,48076100
214,1,2024-07-10,229.30,233.08,229.25,232.98,62627700
215,1,2024-07-11,231.39,232.39,225.77,227.57,64710600
216,1,2024-07-12,228.92,232.64,228.68,230.54,53046500
217,1,2024-07-15,236.48,237.23,233.09,234.40,62631300
218,1,2024-07-16,235.00,236.27,232.33,234.82,43234300
219,1,2024-07-17,229.45,231.46,226.64,228.88,57345900
220,1,2024-07-18,230.28,230.44,222.27,224.18,66034600
221,1,2024-07-19,224.82,226.80,223.28,224.31,49151500
222,1,2024-07-22,227.01,227.78,223.09,223.96,48201800
223,1,2024-07-23,224.37,226.94,222.68,225.01,39960300
224,1,2024-07-24,224.00,224.80,217.13,218.54,61777600
225,1,2024-07-25,218.93,220.85,214.62,217.49,51391200
226,1,2024-07-26,218.70,219.49,216.01,217.96,41601300
227,1,2024-07-29,216.96,219.30,215.75,218.24,36311800
228,1,2024-07-30,219.19,220.33,216.12,218.80,41643800
229,1,2024-07-31,221.44,223.82,220.63,222.08,50036300
230,1,2024-08-01,224.37,224.48,217.02,218.36,62501000
231,1,2024-08-02,219.15,225.60,217.71,219.86,105568600
232,1,2024-08-05,199.09,213.50,196.00,209.27,119548600
233,1,2024-08-06,205.30,209.99,201.07,207.23,69660500
234,1,2024-08-07,206.90,213.64,206.39,209.82,63516400
235,1,2024-08-08,213.11,214.20,208.83,213.31,47161100
236,1,2024-08-09,212.10,216.78,211.97,216.24,42201600
237,1,2024-08-12,216.07,219.51,215.60,217.53,38028100
238,1,2024-08-13,219.01,221.89,219.01,221.27,44155300
239,1,2024-08-14,220.57,223.03,219.70,221.72,41960600
240,1,2024-08-15,224.60,225.35,222.76,224.72,46414000
241,1,2024-08-16,223.92,226.83,223.65,226.05,44340200
242,1,2024-08-19,225.72,225.99,223.04,225.89,40687800
243,1,2024-08-20,225.77,227.17,225.45,226.51,30299000
244,1,2024-08-21,226.52,227.98,225.05,226.40,34765500
245,1,2024-08-22,227.79,228.34,223.90,224.53,43695300
246,1,2024-08-23,225.66,228.22,224.33,226.84,38677300
247,1,2024-08-26,226.76,227.28,223.89,227.18,30602200
248,1,2024-08-27,226.00,228.85,224.89,228.03,35934600
249,1,2024-08-28,227.92,229.86,225.68,226.49,38052200
250,1,2024-08-29,230.10,232.92,228.88,229.79,51906300
251,1,2024-08-30,230.19,230.40,227.48,229.00,52990800
252,8,2023-09-01,96.54,96.57,95.98,96.04,8132400
253,8,2023-09-05,95.85,95.87,95.52,95.52,6111400
254,8,2023-09-06,95.63,95.64,95.31,95.43,8379200
255,8,2023-09-07,95.59,95.74,95.49,95.73,5077800
256,8,2023-09-08,95.93,96.02,95.76,95.78,4774200
257,8,2023-09-11,95.66,95.73,95.57,95.67,4077200
258,8,2023-09-12,95.71,95.73,95.57,95.70,4583400
259,8,2023-09-13,95.61,95.95,95.59,95.84,5953600
260,8,2023-09-14,95.96,95.98,95.68,95.71,5952800
261,8,2023-09-15,95.64,95.70,95.48,95.49,5667700
262,8,2023-09-18,95.37,95.64,95.36,95.63,6066200
263,8,2023-09-19,95.54,95.59,95.35,95.35,5327900
264,8,2023-09-20,95.57,95.70,95.30,95.30,6282700
265,8,2023-09-21,94.80,94.81,94.64,94.65,8028900
266,8,2023-09-22,94.78,95.09,94.73,95.05,7294200
267,8,2023-09-25,94.49,94.62,94.29,94.30,7485000
268,8,2023-09-26,94.47,94.51,94.15,94.18,15549200
269,8,2023-09-27,94.47,94.51,93.66,93.85,14560500
270,8,2023-09-28,93.70,94.16,93.53,94.13,13334200
271,8,2023-09-29,94.50,94.57,93.97,94.04,13483500
272,8,2023-10-02,93.43,93.51,93.10,93.13,8880000
273,8,2023-10-03,92.99,93.09,92.37,92.40,12058400
274,8,2023-10-04,92.77,93.05,92.55,93.05,14097800
275,8,2023-10-05,93.17,93.22,92.99,93.11,7129400
276,8,2023-10-06,92.46,92.98,92.37,92.75,9569500
277,8,2023-10-09,93.22,93.72,93.15,93.71,4353100
278,8,2023-10-10,93.39,93.81,93.26,93.62,14553600
279,8,2023-10-11,93.94,94.05,93.76,94.05,15347000
280,8,2023-10-12,93.87,93.91,93.17,93.24,11189800
281,8,2023-10-13,93.68,93.79,93.52,93.64,7515500
282,8,2023-10-16,93.32,93.41,93.10,93.12,6332700
283,8,2023-10-17,92.51,92.69,92.35,92.45,8198300
284,8,2023-10-18,92.29,92.38,91.94,92.02,9352700
285,8,2023-10-19,91.89,92.17,91.61,91.67,11552700
286,8,2023-10-20,91.94,92.14,91.90,92.00,6629800
287,8,2023-10-23,91.70,92.50,91.58,92.36,12885800
288,8,2023-10-24,92.43,92.69,92.28,92.69,9165100
289,8,2023-10-25,92.33,92.35,91.92,92.00,8904400
290,8,2023-10-26,92.12,92.64,92.11,92.62,11574400
291,8,2023-10-27,92.56,92.64,92.37,92.59,7650000
292,8,2023-10-30,92.29,92.51,92.15,92.37,8166700
293,8,2023-10-31,92.45,92.63,92.31,92.31,12343600
294,8,2023-11-01,92.23,93.05,92.23,93.05,14404600
295,8,2023-11-02,93.68,93.76,93.37,93.61,11166700
296,8,2023-11-03,94.54,94.69,94.14,94.18,11890300
297,8,2023-11-06,93.93,93.99,93.63,93.71,8521600
298,8,2023-11-07,93.94,94.36,93.91,94.21,7306900
299,8,2023-11-08,94.27,94.62,94.25,94.53,6932200
300,8,2023-11-09,94.42,94.44,93.73,93.74,9163200
301,8,2023-11-10,94.19,94.22,93.88,93.96,6102000
302,8,2023-11-13,93.64,93.97,93.53,93.95,9679500
303,8,2023-11-14,95.03,95.20,94.93,95.13,12149600
304,8,2023-11-15,94.70,94.72,94.46,94.54,10956800
305,8,2023-11-16,94.85,95.20,94.85,95.06,10145400
306,8,2023-11-17,95.21,95.36,95.03,95.25,9244000
307,8,2023-11-20,95.07,95.42,95.07,95.40,10051600
308,8,2023-11-21,95.45,95.57,95.28,95.50,7393800
309,8,2023-11-22,95.68,95.75,95.37,95.59,6329900
310,8,2023-11-24,95.24,95.32,95.12,95.15,2944300
311,8,2023-11-27,95.36,95.72,95.33,95.69,8854500
312,8,2023-11-28,95.61,96.13,95.57,96.11,9749400
313,8,2023-11-29,96.42,96.67,96.34,96.58,8006800
314,8,2023-11-30,96.38,96.41,96.13,96.26,8889100
315,8,2023-12-01,96.00,96.87,95.97,96.83,11774300
316,8,2023-12-04,96.58,96.67,96.31,96.46,9440200
317,8,2023-12-05,96.85,97.15,96.79,97.10,8850600
318,8,2023-12-06,97.24,97.49,97.15,97.35,11111200
319,8,2023-12-07,97.22,97.56,97.22,97.38,7157900
320,8,2023-12-08,96.99,97.07,96.72,96.89,6696600
321,8,2023-12-11,96.80,96.95,96.60,96.90,15008700
322,8,2023-12-12,96.94,97.19,96.82,97.19,11711400
323,8,2023-12-13,97.39,98.45,97.33,98.41,11194400
324,8,2023-12-14,98.68,99.04,98.61,98.92,12651200
325,8,2023-12-15,98.80,98.88,98.59,98.69,10079100
326,8,2023-12-18,98.58,98.58,98.42,98.49,11521000
327,8,2023-12-19,98.63,98.78,98.59,98.61,13787100
328,8,2023-12-20,98.87,99.04,98.69,98.97,9994100
329,8,2023-12-21,99.22,99.26,98.83,98.96,9099100
330,8,2023-12-22,99.13,99.14,98.81,98.83,13234700
331,8,2023-12-26,98.93,99.08,98.89,99.03,5418500
332,8,2023-12-27,99.40,99.70,99.31,99.66,6919900
333,8,2023-12-28,99.54,99.65,99.31,99.44,7172200
334,8,2023-12-29,99.20,99.43,99.13,99.25,7327600
335,8,2024-01-02,98.84,98.97,98.73,98.78,9754400
336,8,2024-01-03,98.45,98.94,98.31,98.83,10002100
337,8,2024-01-04,98.42,98.55,98.33,98.43,9896600
338,8,2024-01-05,98.13,98.69,98.07,98.20,9038700
339,8,2024-01-08,98.24,98.71,98.21,98.57,7946500
340,8,2024-01-09,98.39,98.66,98.39,98.55,7157400
341,8,2024-01-10,98.74,98.80,98.36,98.36,7679400
342,8,2024-01-11,98.53,98.96,98.41,98.92,7275900
343,8,2024-01-12,99.14,99.36,98.96,99.10,6359400
344,8,2024-01-16,98.72,98.85,98.27,98.36,14489800
345,8,2024-01-17,98.16,98.21,97.94,98.09,8977500
346,8,2024-01-18,98.16,98.20,97.89,98.00,10575100
347,8,2024-01-19,97.89,98.02,97.67,98.02,9126000
348,8,2024-01-22,98.26,98.36,98.10,98.20,8712600
349,8,2024-01-23,97.99,98.00,97.82,97.96,5642800
350,8,2024-01-24,98.29,98.33,97.70,97.74,11278500
351,8,2024-01-25,98.01,98.20,97.96,98.18,16521600
352,8,2024-01-26,98.20,98.20,97.98,98.07,5022800
353,8,2024-01-29,98.30,98.53,98.19,98.46,6423600
354,8,2024-01-30,98.64,98.69,98.29,98.65,6740000
355,8,2024-01-31,99.00,99.26,98.81,99.10,10829000
356,8,2024-02-01,99.20,99.57,99.02,99.37,11937400
357,8,2024-02-02,98.49,98.62,98.26,98.46,8422500
358,8,2024-02-05,97.89,97.91,97.56,97.65,7656800
359,8,2024-02-06,97.79,98.20,97.78,98.16,6608400
360,8,2024-02-07,97.99,98.28,97.94,97.96,8785200
361,8,2024-02-08,97.78,97.84,97.62,97.66,12446900
362,8,2024-02-09,97.54,97.63,97.50,97.63,7120500
363,8,2024-02-12,97.70,97.75,97.52,97.65,5696300
364,8,2024-02-13,97.04,97.10,96.75,96.75,15872600
365,8,2024-02-14,96.84,97.22,96.84,97.18,8776900
366,8,2024-02-15,97.49,97.55,97.23,97.41,7194500
367,8,2024-02-16,96.95,97.10,96.90,97.10,7723700
368,8,2024-02-20,97.23,97.36,97.16,97.19,8735700
369,8,2024-02-21,97.28,97.28,96.87,96.90,7785100
370,8,2024-02-22,96.93,97.09,96.84,96.98,7538200
371,8,2024-02-23,96.99,97.39,96.99,97.34,7737900
372,8,2024-02-26,97.34,97.35,96.97,97.13,9374600
373,8,2024-02-27,97.10,97.22,96.94,97.00,9065300
374,8,2024-02-28,97.07,97.23,97.01,97.19,7942500
375,8,2024-02-29,97.38,97.56,97.29,97.35,16774100
376,8,2024-03-01,96.99,97.55,96.81,97.53,8994800
377,8,2024-03-04,97.26,97.38,97.23,97.29,7428200
378,8,2024-03-05,97.69,97.92,97.60,97.82,6815500
379,8,2024-03-06,97.95,98.16,97.91,97.97,16536100
380,8,2024-03-07,98.22,98.24,97.97,98.18,7726600
381,8,2024-03-08,98.34,98.41,98.19,98.27,7168700
382,8,2024-03-11,98.28,98.31,98.09,98.16,11354600
383,8,2024-03-12,98.02,98.04,97.80,97.91,7471900
384,8,2024-03-13,97.82,97.93,97.73,97.73,5846600
385,8,2024-03-14,97.48,97.48,97.10,97.11,10541000
386,8,2024-03-15,97.15,97.20,97.02,97.10,5756800
387,8,2024-03-18,97.07,97.12,96.92,97.00,5227200
388,8,2024-03-19,97.15,97.34,97.11,97.24,5076600
389,8,2024-03-20,97.29,97.63,97.13,97.44,8681200
390,8,2024-03-21,97.62,97.68,97.41,97.51,10100300
391,8,2024-03-22,97.91,97.91,97.74,97.82,8359200
392,8,2024-03-25,97.76,97.76,97.57,97.64,11037700
393,8,2024-03-26,97.66,97.76,97.52,97.74,8830500
394,8,2024-03-27,97.80,98.08,97.79,98.06,9366800
395,8,2024-03-28,97.93,98.08,97.85,97.94,8863300
396,8,2024-04-01,97.32,97.34,96.89,96.94,8667400
397,8,2024-04-02,96.66,96.89,96.54,96.87,10624600
398,8,2024-04-03,96.58,96.95,96.49,96.93,6919300
399,8,2024-04-04,97.11,97.17,96.92,97.16,9327500
400,8,2024-04-05,96.76,97.00,96.68,96.68,12343600
401,8,2024-04-08,96.56,96.70,96.50,96.59,11457100
402,8,2024-04-09,96.83,96.98,96.83,96.92,5736500
403,8,2024-04-10,96.22,96.27,95.74,95.76,11248700
404,8,2024-04-11,95.98,96.03,95.59,95.78,16217600
405,8,2024-04-12,96.08,96.20,95.96,95.96,17284600
406,8,2024-04-15,95.47,95.53,95.21,95.38,11705300
407,8,2024-04-16,95.01,95.18,94.90,95.11,17565900
408,8,2024-04-17,95.40,95.61,95.25,95.55,7567800
409,8,2024-04-18,95.55,95.57,95.22,95.28,7717500
410,8,2024-04-19,95.53,95.55,95.33,95.38,9121700
411,8,2024-04-22,95.33,95.53,95.32,95.44,9029000
412,8,2024-04-23,95.38,95.84,95.30,95.64,10837100
413,8,2024-04-24,95.38,95.47,95.20,95.39,7961000
414,8,2024-04-25,94.94,95.14,94.85,95.12,6758100
415,8,2024-04-26,95.32,95.47,95.30,95.33,8442500
416,8,2024-04-29,95.60,95.67,95.45,95.62,7384600
417,8,2024-04-30,95.32,95.50,95.15,95.23,11228300
418,8,2024-05-01,95.20,95.58,94.99,95.27,11017700
419,8,2024-05-02,95.27,95.73,95.22,95.70,7607300
420,8,2024-05-03,96.32,96.46,95.93,96.19,9146700
421,8,2024-05-06,96.21,96.33,96.15,96.26,10155500
422,8,2024-05-07,96.53,96.67,96.38,96.46,7687000
423,8,2024-05-08,96.25,96.35,96.23,96.26,4587200
424,8,2024-05-09,96.20,96.53,96.19,96.44,6732500
425,8,2024-05-10,96.26,96.33,96.16,96.24,5326400
426,8,2024-05-13,96.44,96.47,96.28,96.29,5263200
427,8,2024-05-14,96.50,96.64,96.42,96.55,5243300
428,8,2024-05-15,97.11,97.28,96.98,97.19,5846300
429,8,2024-05-16,97.23,97.27,97.01,97.08,7894400
430,8,2024-05-17,96.92,97.00,96.77,96.77,5267100
431,8,2024-05-20,96.71,96.76,96.67,96.68,5263000
432,8,2024-05-21,96.92,96.95,96.83,96.86,5227900
433,8,2024-05-22,96.66,96.89,96.65,96.74,3823600
434,8,2024-05-23,96.83,96.83,96.37,96.47,5094900
435,8,2024-05-24,96.43,96.62,96.39,96.58,3072100
436,8,2024-05-28,96.67,96.69,96.12,96.13,6046100
437,8,2024-05-29,95.91,95.93,95.63,95.76,8249100
438,8,2024-05-30,96.08,96.23,96.02,96.21,5568800
439,8,2024-05-31,96.46,96.59,96.41,96.52,8762900
440,8,2024-06-03,96.40,96.80,96.38,96.80,6095500
441,8,2024-06-04,97.00,97.24,96.94,97.15,3979100
442,8,2024-06-05,97.29,97.45,97.04,97.45,4602500
443,8,2024-06-06,97.31,97.50,97.31,97.48,6568700
444,8,2024-06-07,96.82,96.82,96.62,96.62,5365000
445,8,2024-06-10,96.52,96.59,96.43,96.54,8235900
446,8,2024-06-11,96.64,96.93,96.56,96.87,4650200
447,8,2024-06-12,97.60,97.81,97.31,97.33,7627000
448,8,2024-06-13,97.70,97.93,97.58,97.82,7094800
